user_id,session_id,app_name,event_type,user,week,hour_part
0,149,Google Chrome,Closed,0,0,3
0,149,Google Chrome,Closed,0,0,3
0,149,Google Chrome,Closed,0,0,3
0,149,Google Chrome,Closed,0,0,3
0,149,Google Chrome,Closed,0,0,3
0,149,Google,Closed,0,0,3
0,149,Google Chrome,Closed,0,0,3
0,149,Google Chrome,Closed,0,0,3
0,149,Google Chrome,Closed,0,0,3
0,149,Google Chrome,Closed,0,0,3
0,149,Google Chrome,Closed,0,0,3
0,149,Google Chrome,Closed,0,0,3
0,149,Google Chrome,Closed,0,0,3
0,149,Google Chrome,Closed,0,0,3
0,149,Google,Closed,0,0,3
0,149,Google,Closed,0,0,3
0,151,Google,Closed,0,0,3
0,151,Google,Closed,0,0,3
0,151,Google Chrome,Closed,0,0,3
0,151,Google Chrome,Closed,0,0,3
0,151,Google Chrome,Closed,0,0,3
0,151,Google,Closed,0,0,3
0,151,Google,Closed,0,0,3
0,151,Google Chrome,Closed,0,0,3
0,151,Google Chrome,Closed,0,0,3
0,152,Google,Closed,0,0,3
0,152,Google,Closed,0,0,4
0,152,Google Chrome,Closed,0,0,4
0,152,Google,Closed,0,0,4
0,152,Google Chrome,Closed,0,0,4
0,153,Google Chrome,Closed,0,0,4
0,153,Google,Closed,0,0,4
0,154,Google,Closed,0,0,4
0,158,Google,Closed,0,0,5
0,159,Google,Closed,0,0,5
0,164,Facebook,Closed,0,0,5
0,164,Google Chrome,Closed,0,0,5
0,164,Google Chrome,Closed,0,0,5
0,164,Maps,Closed,0,0,5
0,164,Google Chrome,Closed,0,0,5
0,164,Google Chrome,Closed,0,0,5
0,164,Google,Closed,0,0,5
0,165,Google,Closed,0,1,0
0,166,Google,Closed,0,1,0
0,166,Google Chrome,Closed,0,1,0
0,167,Google Chrome,Closed,0,1,0
0,168,Google Chrome,Closed,0,1,0
0,168,Google Chrome,Closed,0,1,0
0,168,Google,Closed,0,1,0
0,168,Google,Closed,0,1,0
0,168,Facebook,Closed,0,1,0
0,168,Facebook,Closed,0,1,0
0,168,Facebook,Closed,0,1,0
0,169,Facebook,Closed,0,1,0
0,169,Google,Closed,0,1,0
0,169,Google,Closed,0,1,0
0,169,Google,Closed,0,1,0
0,170,Google,Closed,0,1,0
0,170,Google,Closed,0,1,0
0,171,Google,Closed,0,1,0
0,171,Google,Closed,0,1,0
0,172,Google,Closed,0,1,0
0,183,Google,Closed,0,1,3
0,194,Google,Closed,0,0,5
0,195,Gmail,Closed,0,0,5
0,195,Google,Closed,0,0,5
0,196,Gmail,Closed,0,0,5
0,196,Google,Closed,0,0,5
0,198,Google,Closed,0,0,0
0,199,Google,Closed,0,0,0
0,199,Google,Closed,0,0,0
0,200,Google,Closed,0,0,0
0,203,Gmail,Closed,0,0,0
0,206,Gmail,Closed,0,0,1
0,206,Gmail,Closed,0,0,1
0,206,Google,Closed,0,0,1
0,206,Facebook,Closed,0,0,1
0,206,Google,Closed,0,0,1
0,206,Facebook,Closed,0,0,1
0,206,Facebook,Closed,0,0,1
0,206,Facebook,Closed,0,0,1
0,206,Google,Closed,0,0,1
0,206,Instagram,Closed,0,0,1
0,206,Google,Closed,0,0,1
0,207,Google,Closed,0,0,1
0,217,Google,Closed,0,0,2
0,219,Google,Closed,0,0,2
0,220,Google,Closed,0,0,2
0,221,Google,Closed,0,0,2
0,224,Google,Closed,0,0,3
0,224,Google,Closed,0,0,3
0,224,Instagram,Closed,0,0,3
0,224,Google,Closed,0,0,3
0,224,Google,Closed,0,0,3
0,224,Google,Closed,0,0,3
0,224,Google,Closed,0,0,3
0,224,Google Chrome,Closed,0,0,3
0,224,Google Chrome,Closed,0,0,3
0,224,Google Chrome,Closed,0,0,3
0,225,Google Chrome,Closed,0,0,3
0,225,Google,Closed,0,0,3
0,225,Google,Closed,0,0,3
0,225,Gmail,Closed,0,0,3
0,226,Gmail,Closed,0,0,3
0,228,Gmail,Closed,0,0,3
0,229,Gmail,Closed,0,0,3
0,229,Google,Closed,0,0,3
0,229,Google Play Store,Closed,0,0,3
0,229,Google,Closed,0,0,3
0,229,Google Play Store,Closed,0,0,3
0,229,Google,Closed,0,0,3
0,230,Google,Closed,0,0,4
0,231,Google,Closed,0,0,4
0,232,Google,Closed,0,0,4
0,232,Google,Closed,0,0,4
0,233,Google,Closed,0,0,4
0,234,Google,Closed,0,0,4
0,234,Google,Closed,0,0,4
0,234,Google,Closed,0,0,4
0,237,Google,Closed,0,0,4
0,237,Google,Closed,0,0,4
0,237,Google,Closed,0,0,4
0,238,Google,Closed,0,0,4
0,239,Google,Closed,0,0,4
0,240,Google,Closed,0,0,4
0,240,Google,Closed,0,0,4
0,240,Google,Closed,0,0,4
0,241,Google,Closed,0,0,4
1,246,Instagram,Closed,1,1,1
1,246,Google,Closed,1,1,1
1,246,Google Chrome,Closed,1,1,1
1,246,Google Chrome,Closed,1,1,1
1,246,Google,Closed,1,1,1
1,247,Facebook Messenger,Closed,1,1,1
1,247,Facebook,Closed,1,1,1
1,247,Google,Closed,1,1,1
1,247,Google Chrome,Closed,1,1,1
1,247,Facebook Messenger,Closed,1,1,1
1,247,Twitter,Closed,1,1,1
1,247,Twitter,Closed,1,1,1
1,247,Twitter,Closed,1,1,1
1,247,Twitter,Closed,1,1,1
1,247,Twitter,Closed,1,1,1
1,247,Twitter,Closed,1,1,1
1,247,Twitter,Closed,1,1,1
1,247,Twitter,Closed,1,1,1
1,247,Google,Closed,1,1,1
1,247,Google Chrome,Closed,1,1,1
1,247,Google,Closed,1,1,1
1,247,Google Chrome,Closed,1,1,1
1,247,Twitter,Closed,1,1,1
1,248,Facebook Messenger,Closed,1,1,1
1,248,Facebook,Closed,1,1,1
1,248,Facebook Messenger,Closed,1,1,1
1,250,Facebook Messenger,Closed,1,1,3
1,250,Facebook Messenger,Closed,1,1,3
1,250,Facebook,Closed,1,1,3
1,250,Facebook,Closed,1,1,3
1,250,Facebook,Closed,1,1,3
1,250,Google Play Store,Closed,1,1,3
1,250,YouTube,Closed,1,1,3
1,251,Google,Closed,1,1,4
1,251,Google,Closed,1,1,4
1,251,Google Chrome,Closed,1,1,4
1,251,Google Chrome,Closed,1,1,4
1,251,Facebook Messenger,Closed,1,1,4
1,251,Facebook Messenger,Closed,1,1,4
1,251,Facebook Messenger,Closed,1,1,4
1,252,Facebook Messenger,Closed,1,1,4
1,252,Facebook Messenger,Closed,1,1,4
1,253,Facebook Messenger,Closed,1,1,4
1,253,Google,Closed,1,1,4
1,253,Facebook Messenger,Closed,1,1,4
1,255,Facebook Messenger,Closed,1,1,4
1,255,YouTube,Closed,1,1,4
1,255,Facebook,Closed,1,1,4
1,255,Facebook,Closed,1,1,4
1,255,Facebook,Closed,1,1,4
1,256,Facebook,Closed,1,1,4
1,258,YouTube,Closed,1,1,4
1,260,Google,Closed,1,1,4
1,260,Google Chrome,Closed,1,1,4
1,261,Google Chrome,Closed,1,1,4
1,265,Google,Closed,1,1,4
1,271,Google,Closed,1,1,5
1,272,Google,Closed,1,1,5
1,272,Google,Closed,1,1,5
1,272,Facebook Messenger,Closed,1,1,5
1,272,Facebook,Closed,1,1,5
1,272,Facebook,Closed,1,1,5
1,272,Facebook,Closed,1,1,5
1,272,Facebook,Closed,1,1,5
1,273,Facebook,Closed,1,1,5
1,275,Google,Closed,1,1,5
1,275,Google Chrome,Closed,1,1,5
1,275,Google,Closed,1,1,5
1,275,Google Chrome,Closed,1,1,5
1,275,Google,Closed,1,1,5
1,276,Google,Closed,1,1,5
1,277,Google,Closed,1,1,5
1,279,Google,Closed,1,1,0
1,279,Google Chrome,Closed,1,1,0
1,281,Facebook,Closed,1,1,0
1,281,Instagram,Closed,1,1,0
1,282,Google Play Store,Closed,1,1,0
1,282,Google Chrome,Closed,1,1,0
1,283,Google,Closed,1,1,0
1,285,Google,Closed,1,1,1
1,285,Google,Closed,1,1,1
1,286,Instagram,Closed,1,1,1
1,286,Twitter,Closed,1,1,1
1,286,Twitter,Closed,1,1,1
1,286,Twitter,Closed,1,1,1
1,286,Instagram,Closed,1,1,1
1,286,Google,Closed,1,1,1
1,286,Instagram,Closed,1,1,1
1,286,Google Chrome,Closed,1,1,1
1,286,Instagram,Closed,1,1,1
1,286,Instagram,Closed,1,1,1
1,287,Facebook Messenger,Closed,1,1,3
1,287,Instagram,Closed,1,1,3
1,287,Facebook Messenger,Closed,1,1,3
1,287,Instagram,Closed,1,1,3
1,287,Facebook Messenger,Closed,1,1,3
1,287,Instagram,Closed,1,1,3
1,289,Google,Closed,1,1,3
1,292,Google,Closed,1,1,4
1,293,Google,Closed,1,1,4
1,293,Google,Closed,1,1,4
1,293,Google Chrome,Closed,1,1,4
1,293,Google Chrome,Closed,1,1,4
1,295,Google,Closed,1,0,3
1,295,Google Chrome,Closed,1,0,3
1,295,Google Chrome,Closed,1,0,3
1,295,Google,Closed,1,0,3
1,297,Google Play Store,Closed,1,0,3
1,297,Instagram,Closed,1,0,3
1,297,Instagram,Closed,1,0,3
1,297,Instagram,Closed,1,0,3
1,297,Facebook Messenger,Closed,1,0,3
1,298,Google Play Store,Closed,1,0,3
1,298,Google,Closed,1,0,3
1,298,Google Play Store,Closed,1,0,3
1,298,Google,Closed,1,0,3
1,298,Google Chrome,Closed,1,0,3
1,298,Google,Closed,1,0,3
1,298,Google Chrome,Closed,1,0,3
1,298,Google Chrome,Closed,1,0,3
1,298,Google,Closed,1,0,3
1,298,Google,Closed,1,0,3
1,298,Google Chrome,Closed,1,0,3
1,298,Google Chrome,Closed,1,0,3
1,298,Google Chrome,Closed,1,0,3
1,298,Google Chrome,Closed,1,0,3
1,298,Google,Closed,1,0,3
1,299,Facebook Messenger,Closed,1,0,3
1,299,Facebook Messenger,Closed,1,0,3
1,300,Google,Closed,1,0,4
1,300,Google Chrome,Closed,1,0,4
1,300,Google,Closed,1,0,4
1,301,Google Play Store,Closed,1,0,4
1,302,Facebook Messenger,Closed,1,0,4
1,304,Google Chrome,Closed,1,0,4
1,304,Google Chrome,Closed,1,0,4
1,306,Facebook Messenger,Closed,1,0,5
1,307,Facebook Messenger,Closed,1,0,5
1,307,Google,Closed,1,0,5
1,307,Google Chrome,Closed,1,0,5
1,307,Google,Closed,1,0,5
1,307,Google Chrome,Closed,1,0,5
1,307,Google Chrome,Closed,1,0,5
1,307,Google Chrome,Closed,1,0,5
1,307,YouTube,Closed,1,0,5
1,307,YouTube,Closed,1,0,5
1,308,Facebook Messenger,Closed,1,0,5
1,309,Facebook Messenger,Closed,1,0,5
1,311,Facebook Messenger,Closed,1,0,5
1,311,Facebook,Closed,1,0,5
1,312,Facebook Messenger,Closed,1,0,5
1,313,Google,Closed,1,0,5
1,315,Google,Closed,1,0,0
1,315,Google Chrome,Closed,1,0,0
1,315,Google Chrome,Closed,1,0,0
1,316,Google Chrome,Closed,1,0,0
1,317,Google,Closed,1,0,0
1,317,Google Chrome,Closed,1,0,0
1,321,Google,Closed,1,0,0
1,321,Google,Closed,1,0,0
1,322,Instagram,Closed,1,0,1
1,322,Google,Closed,1,0,1
1,322,YouTube,Closed,1,0,1
1,322,YouTube,Closed,1,0,1
1,322,Google,Closed,1,0,1
1,322,Google Chrome,Closed,1,0,1
1,322,Google Chrome,Closed,1,0,1
1,322,Facebook,Closed,1,0,1
1,322,Google,Closed,1,0,1
1,323,Google Chrome,Closed,1,0,1
1,323,Google,Closed,1,0,1
1,324,Google Chrome,Closed,1,0,1
1,324,Google,Closed,1,0,1
1,324,Google Chrome,Closed,1,0,1
1,324,Google Chrome,Closed,1,0,1
1,324,Google,Closed,1,0,1
1,324,Google,Closed,1,0,1
1,324,Google Chrome,Closed,1,0,1
1,329,Google Play Store,Closed,1,0,1
1,329,Google,Closed,1,0,1
1,329,Google Play Store,Closed,1,0,1
2,331,Gmail,Closed,2,0,1
2,332,Facebook,Closed,2,0,1
2,332,Facebook,Closed,2,0,1
2,332,Google Chrome,Closed,2,0,1
2,332,Facebook,Closed,2,0,1
2,332,Google Chrome,Closed,2,0,1
2,333,Instagram,Closed,2,0,1
2,333,Amazon Shopping,Closed,2,0,1
2,333,Amazon Shopping,Closed,2,0,1
2,333,Amazon Shopping,Closed,2,0,1
2,334,Amazon Shopping,Closed,2,0,1
2,334,Google,Closed,2,0,1
2,335,Google Chrome,Closed,2,0,1
2,335,Google Chrome,Closed,2,0,1
2,335,Google Chrome,Closed,2,0,1
2,336,Google Chrome,Closed,2,0,3
2,340,Facebook,Closed,2,0,4
2,341,Facebook,Closed,2,0,4
2,341,Gmail,Closed,2,0,4
2,341,Google Chrome,Closed,2,0,4
2,341,Google Chrome,Closed,2,0,4
2,341,Gmail,Closed,2,0,4
2,341,Google Chrome,Closed,2,0,4
2,341,Google Chrome,Closed,2,0,4
2,342,Google Chrome,Closed,2,0,5
2,343,Google Chrome,Closed,2,0,5
2,345,Google Chrome,Closed,2,0,5
2,352,Google,Closed,2,0,0
2,354,Google Chrome,Closed,2,0,0
2,354,Facebook,Closed,2,0,0
2,354,Facebook,Closed,2,0,0
2,354,Facebook,Closed,2,0,0
2,354,Facebook,Closed,2,0,0
2,354,Facebook,Closed,2,0,0
2,354,Google Chrome,Closed,2,0,0
2,354,Gmail,Closed,2,0,0
2,354,Google Chrome,Closed,2,0,0
2,354,Gmail,Closed,2,0,0
2,354,Google Chrome,Closed,2,0,0
2,354,Gmail,Closed,2,0,0
2,354,Google Chrome,Closed,2,0,0
2,355,Google Chrome,Closed,2,0,0
2,355,Google Chrome,Closed,2,0,0
2,355,Google Chrome,Closed,2,0,0
2,356,Google Chrome,Closed,2,0,0
2,356,Google Play Store,Closed,2,0,0
2,356,Google Chrome,Closed,2,0,0
2,356,Google Chrome,Closed,2,0,0
2,356,Google Chrome,Closed,2,0,0
2,356,Google Chrome,Closed,2,0,0
2,358,Google Chrome,Closed,2,0,0
2,358,Google Chrome,Closed,2,0,0
2,360,Google Chrome,Closed,2,0,0
2,361,Google Chrome,Closed,2,0,1
2,361,Google Chrome,Closed,2,0,1
2,361,Google Chrome,Closed,2,0,1
2,361,Google Chrome,Closed,2,0,1
2,362,Google Chrome,Closed,2,0,1
2,362,Google Chrome,Closed,2,0,1
2,362,Google Chrome,Closed,2,0,1
2,362,Google Chrome,Closed,2,0,1
2,362,Google Chrome,Closed,2,0,1
2,362,Google Chrome,Closed,2,0,1
2,362,Google Chrome,Closed,2,0,1
2,363,Google Chrome,Closed,2,0,1
2,364,Google Chrome,Closed,2,0,1
2,365,Google Chrome,Closed,2,0,1
2,365,Google Chrome,Closed,2,0,1
2,366,Google Chrome,Closed,2,0,1
2,366,Facebook,Closed,2,0,1
2,366,Facebook,Closed,2,0,1
2,366,Facebook,Closed,2,0,1
2,366,Facebook,Closed,2,0,1
2,366,Instagram,Closed,2,0,1
2,367,Facebook,Closed,2,0,1
2,367,Facebook,Closed,2,0,1
2,368,Google Chrome,Closed,2,0,1
2,369,Google Chrome,Closed,2,0,1
2,369,Google Chrome,Closed,2,0,1
2,370,Google Chrome,Closed,2,0,1
2,375,Instagram,Closed,2,0,4
2,375,Instagram,Closed,2,0,4
2,375,Facebook Messenger,Closed,2,0,4
2,375,Instagram,Closed,2,0,4
2,375,Gmail,Closed,2,0,4
2,375,Gmail,Closed,2,0,4
2,375,Gmail,Closed,2,0,4
2,375,Gmail,Closed,2,0,4
2,376,Facebook,Closed,2,0,4
2,376,Google,Closed,2,0,4
2,376,Gmail,Closed,2,0,4
2,377,Gmail,Closed,2,0,4
2,378,Gmail,Closed,2,0,4
2,381,Facebook,Closed,2,0,5
2,384,Google Chrome,Closed,2,0,0
2,385,Google Chrome,Closed,2,0,0
2,385,Google Chrome,Closed,2,0,0
2,385,Facebook,Closed,2,0,0
2,385,Facebook,Closed,2,0,0
2,385,Facebook,Closed,2,0,0
2,385,Facebook,Closed,2,0,0
2,385,Facebook,Closed,2,0,0
2,385,Facebook,Closed,2,0,0
2,385,Facebook,Closed,2,0,0
2,385,Facebook,Closed,2,0,0
2,386,Gmail,Closed,2,0,0
2,386,Google Chrome,Closed,2,0,0
2,386,Google Chrome,Closed,2,0,0
2,386,Gmail,Closed,2,0,0
2,386,Google Chrome,Closed,2,0,0
2,386,Gmail,Closed,2,0,0
2,387,Google Chrome,Closed,2,0,0
2,387,Gmail,Closed,2,0,0
2,387,Google Chrome,Closed,2,0,0
2,387,Google Chrome,Closed,2,0,0
2,387,Gmail,Closed,2,0,0
2,387,Google Chrome,Closed,2,0,0
2,387,Gmail,Closed,2,0,0
2,388,Google Chrome,Closed,2,0,0
2,388,Gmail,Closed,2,0,0
2,388,Google Chrome,Closed,2,0,0
2,388,Google Chrome,Closed,2,0,0
2,388,Gmail,Closed,2,0,0
2,388,Google Chrome,Closed,2,0,0
2,388,Gmail,Closed,2,0,0
2,388,Google Chrome,Closed,2,0,0
2,388,Gmail,Closed,2,0,0
2,388,Google Chrome,Closed,2,0,0
2,388,Gmail,Closed,2,0,0
2,388,Google Chrome,Closed,2,0,0
2,388,Gmail,Closed,2,0,0
2,388,Google Chrome,Closed,2,0,0
2,388,Google Chrome,Closed,2,0,0
2,388,Gmail,Closed,2,0,0
2,388,Google Chrome,Closed,2,0,0
2,388,Gmail,Closed,2,0,0
2,388,Google Chrome,Closed,2,0,0
2,389,Google Chrome,Closed,2,0,0
2,391,Google Chrome,Closed,2,0,1
2,391,Gmail,Closed,2,0,1
3,394,Google Play Store,Closed,3,0,2
3,394,Google Play Store,Closed,3,0,2
3,395,Google Play Store,Closed,3,0,2
3,396,Google Chrome,Closed,3,0,3
3,397,Google Chrome,Closed,3,0,3
3,397,Google Chrome,Closed,3,0,3
3,399,Google Chrome,Closed,3,0,4
3,399,Google Chrome,Closed,3,0,4
3,400,Google Chrome,Closed,3,0,4
3,401,Google Chrome,Closed,3,0,4
3,401,Google Chrome,Closed,3,0,4
3,401,Google Chrome,Closed,3,0,4
3,402,Google Chrome,Closed,3,0,5
3,403,Google Chrome,Closed,3,0,5
3,403,Contacts,Closed,3,0,5
3,403,Contacts,Closed,3,0,5
3,404,Contacts,Closed,3,0,5
3,404,Google Chrome,Closed,3,0,5
3,404,Google Chrome,Closed,3,0,5
3,406,Contacts,Closed,3,0,5
3,406,Google Play Store,Closed,3,0,5
3,407,Google Chrome,Closed,3,0,5
3,407,Google Chrome,Closed,3,0,5
3,407,Gmail,Closed,3,0,5
3,407,Gmail,Closed,3,0,5
3,407,Google Chrome,Closed,3,0,5
3,407,Samsung Gallery,Closed,3,0,5
3,408,Samsung Gallery,Closed,3,0,5
3,409,Samsung Gallery,Closed,3,1,0
3,410,Samsung Gallery,Closed,3,1,0
3,413,Google Chrome,Closed,3,1,1
3,414,Google Chrome,Closed,3,1,1
3,415,Google Chrome,Closed,3,1,1
3,415,Google Chrome,Closed,3,1,1
3,415,Google Chrome,Closed,3,1,1
3,415,Google Chrome,Closed,3,1,1
3,416,Google Chrome,Closed,3,1,3
3,416,Google Chrome,Closed,3,1,3
3,417,Google Chrome,Closed,3,1,4
3,418,Google Chrome,Closed,3,1,4
3,419,Samsung Gallery,Closed,3,1,4
3,421,Google Chrome,Closed,3,1,4
3,421,Contacts,Closed,3,1,4
3,423,Google Chrome,Closed,3,1,0
3,424,YouTube,Closed,3,1,0
3,424,YouTube,Closed,3,1,0
3,426,Google Chrome,Closed,3,1,4
3,427,Maps,Closed,3,1,4
3,427,Google Chrome,Closed,3,1,4
3,428,Maps,Closed,3,1,4
3,429,Maps,Closed,3,1,5
3,430,Maps,Closed,3,1,5
